날짜,광물이름,보고서 내용
202406,코발트,"미국, 코발트 확보 위해 이스라엘 부패 재벌 제재 완화방안 제시‐월스트리트저널은 미국 정부가 민주 콩고에서 전기차에 사용되는 핵심 광물을 확보하기 위해이스라엘 사업가 Dan Gertler에게 부과한 제재를 완화해 주기로 했다고 보도함‐Gertler는 30년 전부터 민주 콩고를 비롯한 아프리카 여러 국가의 광산에 투자해 막대한 부를쌓은 것으로 알려진 인물로, 미국은 2017년 Gertler가 민주 콩고 대통령과의 유착을 통해 부정한방법으로 광산 및 석유 거래를 한 혐의로 국제사회에서 금융거래를 하지 못하게 제재하였음‐미국과 민주 콩고 정부는 Gertler에게 민주 콩고에 있는 광산 자산 매각시 제재를 완화해주는 방안을 제시하였음. 이 제안에 응하게 될 경우, Gertler는 민주 콩고에 보유한 자산목록을공개하고 제3자의 감사를 받은 후 매각해야 하며, 미신고 자산은 압류 대상이 됨"
202406,코발트,"코발트 공급량 증가에 따른 가격 하락세 지속‐코발트 공급량 증가세가 계속되는 가운데 전기차 시장의 캐즘(성장산업의 일시적 수요정체)까지더해지며, 코발트 가격은 작년부터 하락세를 지속하여 U$2만 중반에서 가격을 형성함‐영국 코발트 무역업체인 Darton Commodities社에 따르면 지난해 코발트 생산량은 17% 증가했지만,수요는 12% 증가하는 데 그쳐 가격이 하락한 것으로 분석하였으며, 중국 트레이더는 하반기 더많은 신규 코발트 프로젝트가 가동될 전망이 있어 시장심리가 약세를 보이고 있다고 진단함‐미국 Fastmarket社는 중국의 생산업체들이 급증한 수산화코발트 공급량을 소화하는 과정에서중국산 코발트 금속 공급량이 지난해 21천톤에서 올해 32천톤까지 증가할 것으로 전망함‐한편 코발트 금속이 황산코발트보다 수익률이 높고 저장도 용이하기 때문에 지난해 9월 이후많은 코발트 생산업체가 황산염에서 금속 생산 공정으로 전환하면서, 코발트 금속 공급과잉은더욱 심화될 것이라는 전망이 나와 시장 펀더멘털은 약해지고 있음"
202406,코발트,"미국/캐나다, Fortune Minerals社에 코발트 광산 개발을 위한 정책자금 지원 결정‐미국 국방부(U.S. Department of Defense)와 캐나다 천연자원부(Natural Resources Canada)는북미지역의 핵심광물 확보와 공급망 강화의 일환으로, 캐나다 NICO 코발트 광산 운영사인Fortune Minerals社에 U$14백만 규모의 정책자금을 공동으로 지원하기로 결정함‐이 정책자금은 NICO 프로젝트의 FS 업데이트 및 제련공정 최적화 연구 등에 사용될 예정임‐캐나다 Northwest Territories州에 위치한 NICO 프로젝트의 가채매장량은 33백만톤(Co 0.11%,Cu 0.04%, Bi 0.14%, Au 1.03g/t)으로, 예상 코발트 생산규모는 연간 1,800톤임"
202406,티타늄,"독일 Statista社, 2023년 티타늄(광산 부문) 국별 생산순위 발표‐독일 통계전문기관인 Statista社가 최근 발표한 전세계 티타늄 생산량 통계에 따르면, TiO 2 함량기준으로 전세계 생산량은 9,200천톤이며, 이중 티탄철석(Ilmenite) 생산량은 8,600천톤으로티타늄 생산량의 대부분을 차지함. 중국은 전세계 생산량의 1/3에 해당하는 3,100천톤을 생산하였으며, 티타늄 광물별 주요국의 생산량은 다음과 같음‐티탄철석(Ilmenite) : 중국(3,100천톤), 모잠비크(1,600천톤), 남아공(1,000천톤), 캐나다(500천톤),노르웨이(430천톤), 호주(400천톤), 세네갈(340천톤), 마다가스카르(320천톤)‐금홍석(Rutile) : 호주(200천톤), 시에라리온(110천톤), 남아공(100천톤), 케냐(58천톤),우크라이나(50천톤), 인도(13천톤), 모잠비크(9천톤), 세네갈(8천톤)"
202406,티타늄,"호주 Thunderbird 티타늄 사광산, 정상적으로 Ramp/Up 진행중‐호주 Sheffield Resources社는 현재 Ramp/Up 진행 중인 Thunderbird 티타늄 사광산(Mineral Sand Mine)의 증산 작업이 2022년에 실시한 BFS  (연간 원광 처리규모 10백만톤)에 따라 원활하게 추진되고 있다고 밝힘‐최근 실적 기준 5월 원광 처리량은 750천톤으로 전월 600천톤 대비 25% 증가했으며, 티탄철석정광과 지르콘 정광 생산 실적은 4월 각 28천톤, 8천톤에서 5월 각 37천톤, 12천톤으로 증가함‐호주 West Australia州에 위치한 Thunderbird 티타늄 사광산의 가채매장량은 754백만톤(Ilmenite 3.1%, Zircon 0.84%, Leucoxene 0.27%)임"
202406,티타늄,"중국 Fumin Titanium社, 6월 생산 재개 결정‐중국 윈난성에 위치한 Fumin Titanium社는 티타늄 수요둔화와 가격하락으로 인해 4월 말부터중단한 티타늄 공장의 가동을 6월 초부터 재개할 계획으로 알려짐‐Fumin Titanium社 관계자는 기존 고객에게 티타늄 제품을 공급하기 위해 공장 가동을 재개하기로하였으며, 기존에 생산한 재고의 판매가 완료되는 대로 생산을 재개할 계획이라고 밝힘‐Fumin Titanium社는 주로 아나타제(Anatase) 계열의 티타늄 제품을 생산하는 회사로 연간생산능력은 30천톤 규모이며, 2023년에는 6천톤을 생산하였으며 2024년 누적생산량은 8천톤임"
202406,텅스텐,"5월, 중국 텅스텐 정광 생산업체 8개社 가동 중단‐5월에 중국의 텅스텐 정광(concentrate) 생산업체 8개社가 가동을 중단함. 해당 정광생산업체는 장시성(4개社), 윈난성(2개社), 후난성 및 내몽골(각 1개社)에 소재함.텅스텐 정광의 유휴 생산능력은 총 12,560톤으로 각 생산업체 평균 1,570톤임. 1~5월8개 텅스텐 정광 생산업체의 총 생산량은 200톤으로 평균 가동률은 1.59%였음"
202406,티타늄,"프랑스 Airbus社, EU에 제재 품목에서 러시아산 티타늄 제외 요청‐프랑스 항공기 제조업체인 Airbus社는 EU에 러시아산 제재 대상 품목에서 티타늄을 제외해달라고 요청함. 기욤 포리 CEO는 러시아의 전체 수출액 중 티타늄이 차지하는 비중이 미미하기때문에 러시아에 의미 있는 타격을 주지 못하지만, 유럽 전체 항공 산업은 큰 피해를 볼것이라며 EU의 제재 범위를 티타늄까지 넓히는 것은 부적절한 조치라고 주장함. Airbus社는티타늄 구매량의 절반을 러시아 VSMPO/Avisma에 의존하고 있으며, 경쟁사인 미국의Boeing社는 과거 1/3을 러시아에 의존했지만, 현재는 구매를 중단한 상태임‐AP통신과 CNN에 따르면 Boeing社는 서방세계의 러시아산 제품 제재 조치로 인해 정상적인항공기 제조 및 생산에 차질을 빚고 있는 것으로 알려짐"
202406,텅스텐,"중국 XTC社, 신규 산화텅스텐 프로젝트 런칭‐중국 메이저 텅스텐 생산업체인 XTC(Xiamen Tungsten)社가 한국 새만금 산업단지에산화텅스텐(tungsten oxide) 생산 플랜트를 신설함. 해당 프로젝트(TungamoyMetals)는 연산 1,500톤의 산화텅스텐 생산능력을 갖추며 한국의 텅스텐 스크랩을원료로 사용할 예정임. XTC社는 금번 프로젝트에 약 80백만 위안(U$11백만)을 투자했으며 해외 텅스텐 재활용 소스를 확대하여 리사이클 역량을 강화하는 것을 목표로 함"
202406,크롬,"세계 시장, 5월 크롬 가격 추이‐유럽(Rotterdam) : 수요 부진으로 HC 페로크롬(Cr 60% min C 8% max) 월말 시세는 U$1.37~1.40/lb로 전월 말보다 U$0.13/lb 하락하였으며, LC 페로크롬(Cr 60% min C 0.1% max)월말 시세도 U$2.23~2.28/lb로 전월 말보다 U$0.02/lb 하락함‐미국(Pittsburgh) : 수요 부진으로 HC 페로크롬(Cr 60% min C 8% max)의 월말 시세는 U$1.75~1.78/lb로 전월 말 대비 U$ 0.03/lb 하락하였으며, LC 페로크롬(Cr 60% min C 0.1% max)월말 시세도 U$2.60~2.65/lb로 전월 말보다 U$0.06/lb 하락함‐남아공산 크롬 정광(40% min) 중국向(CIF) : 공급업체들의 가격 인상으로 월말 수입 가격은U$315~320/t로 전월 말보다 U$14/t 상승함. 남아공産 크롬 정광(42% min)의 중국向(CIF)가격은 U$340~345/t로 전월 말보다 U$19/t 상승함‐터키産 크롬 Lump(40% min) 중국向(CIF) 가격은 U$350~355/t로 전월 말보다 U$16/t 상승하였으며, 크롬 정광(46% min) 중국向(CIF) 가격은 U$410~415/t로 전월 말보다 U$5/t 상승함‐짐바브웨産 크롬 정광(48% min) 중국向(CIF) 가격은 U$370~375/t로 전월 말보다 U$7/t상승함"
202406,코발트,"중국 정부, 코발트 15,000톤 구매 추진(’23년 구매량 : 8,700톤)‐로이터 통신에 따르면 중국 국가식량물자비축국은 2~3분기 중 국내 코발트 비축을 위해 중국현지 생산업체로부터 최대 15,000톤 규모의 구매를 추진하고 있으며, 구매 가격은 현재 협의중으로 코발트 생산업체들은 파운드당 U$12 수준의 호가를 제시하고 있는 것으로 알려짐‐중국이 이번에 코발트 15,000톤을 구매할 경우, 올해 시장 공급 과잉분은 20,000톤 규모에 달할것으로 추정됨(’22년 : 11,000톤, ’23년 : 16,000톤). 중국의 이 같은 행보는 미국과의 핵심광물확보 경쟁에서 앞서기 위한 조치라는 시장분석이 나오고 있음"
202406,망간,"유럽 망간 플레이크, 공급부족과 중국 가격상승으로 급등세‐유럽의 망간 플레이크 가격은 중국 가격상승, 화물 운임비 인상과 공급부족 우려로 급격히상승하여 4월보다 22% 증가한 U$1,250~2,050/t(5월 16일)을 기록함(Argus社).South32社 보유의 호주 망간 광산이 기상악화로 폐쇄되어 ’25년 1분기 생산을 재개할 것으로 전망됨에 따라 글로벌 공급압박이 크게 작용한 것으로 분석됨‐한편 현 수준의 높은 망간 플레이크 가격은 중국의 생산 확대에 따라 진정될 수 있으나, 유럽의수입 가격은 기본수요와 재고 감소로 단기적으로는 상승세를 유지할 것으로 전망됨"
202406,크롬,"중국 시장, 5월 크롬 가격 추이‐HC 페로크롬(Cr 52% min C 8% max(50%~기본)) : 크롬 광석 가격상승에 힘입어 월말 시세는8,800 ~ 9,000위안/톤(U$1,214~1,241/t, EXW  D/P  )으로 전월 말 대비 300위안/톤(U$41/t) 소폭 상승함6)EXW(Ex Works. 공장인도 조건) : 매도인이 물품을 운송 차량 적재, 수출관 등을 전혀 하지 않고 자신의 영업장 구내 또는 지정된 장소에서 매수인이인수할 수 있도록 조치만을 취하는 조건으로 매도인이 최소한의 의무를 가지는 조건. 매수인은 매도인의 영업장 내에서 물품을 가지고 가는 모든 비용과위험을 부담해야 함7)D/P(Document against Payment. 지급인도 조건) : 수입지의 수입자가 대금을 지급하면 선적서류를 내주는 것. 현지의 수입상이 대금을지급하고 난 뒤에 선적서류를 인도하게 되어 있어 DA(Document against Acceptance. 인수인도 조건)보다는 안전하나 수입상이 돈을안주고 통관도 안하고 있으면 은행도 행사할 수 있는 강제 권한이 없음 ‐LC 페로크롬(Cr 55% min C 0.25% max(60%~기본))의 월말 시세는 14,200~ 14,400위안/톤(U$1,959~1,986/t, EXW D/P)으로 전월 말 대비 200위안/톤 상승함. LC 페로크롬(Cr 55%min C 0.1% max(60%~기본))의 월말 시세는 14,400~14,600위안/톤(U$1,986~2,013/t,EXW D/P)으로 전월 말 대비 200위안/톤 상승함‐중국항구에서 남아공産 크롬 정광(40% min)의 월말 시세는 62.0~63.0위안/dmtu(U$8.55~8.69/dmtu)로 전월 말 대비 4.0위안/dmtu 상승함. 중국항구에서 남아공産 크롬Lump(38%min) 월말 시세는 53.0~54.0위안/dmtu(U$7.31~7.45/dmtu)로 전월 말 대비 2.0위안/dmtu 상승함‐중국항구에서 터키産 크롬 Lump(40% min) 월말 시세는 72.0~73.0위안/dmtu(U$9.93~10.1/dmtu)로 전월 말 대비 1.0위안/dmtu 상승하였으며, 중국항구에서 터키産 크롬정광(46%min)의 월말 시세는 75.0~76.0위안/dmtu(U$ 10.34~10.48/dmtu)로 전월 말보다 3.0위안/dmtu(U$ 0.41/dmtu) 상승함‐중국항구에서 짐바브웨産 크롬정광(48%min) 월말 시세는 65.0~66.0위안/dmtu(U$8.97~9.10/dmtu)로 전월 말보다 1.0위안/dmtu 상승함‐중국 LC 페로크롬(Cr 60% min C 0.1% max(60%~기본)) 수출시장 : 구매촉진을 위한 거래가거의 없어 월말 수출가는 U$2.13~2.15/lb로 전월 말과 큰 변동 없이 안정세 유지함‐중국 크롬 메탈(99%) 수출시장 : 월말 수출가는 U$8,750~8,950/t로 전월 말 대비 U$50/t상승함(FOB 중국)"
202406,망간,"가나, 최초의 망간 제련소 건설 발표(8월 착공)‐가나 정부는 국가 광물 자원을 통한 이익 창출과 가치 추구를 촉진하기 위하여 U$4.5억규모의 국내 최초 망간 제련소를 8월에 착공할 예정이라고 발표함. 제련소 건설은 가나망간 회사(GNC)의 모회사인 Ningxia Tianyuan社가 주도할 예정임"
202406,망간,"중국, 수입 망간 광석 원료 및 대체재 가격 인상으로 단기적 상승세 유지 전망‐망간 플레이크(99.7%) 공장도 기준가격은 13,500~13,700위안/t(U$1,683~1,710/t 6월4일)으로 4월보다 약 14% 증가함‐중국이 올해 75천~100천톤의 금속 망간을 비축할 것으로 전망됨에 따라 망간 플레이크 거래량이시장 예상을 뛰어넘으며 가격이 급상승한 것으로 분석됨. 한편 중국의 5월 망간 플레이크 생산량은11만~12만톤으로 추산되며, 금년 총생산량은 132만~144만톤에 이를 것으로 예상됨.‐망간 광석 원료인 호주産 망간 Lump(44~46%) 가격은 39.50~41위안/mtu  (4월 23일)에서69~72위안/mtu(6월 6일 FCA 중국)으로 크게 상승함. 이는 주요 생산업체인 호주 South32社의운영 중단과 또 다른 광산회사들이 중국으로 선적을 축소하면서 공급부족이 심화된 것으로 분석됨."
202406,망간,"중국, 4월 망간 수출 증가‐4월 망간 수출량은 미가공(unwrought) 금속 31,229톤 및 가공(wrought) 금속 8,311톤을포함한 총 39,540톤으로 전년 동월 23,804톤(미가공 20,600톤 및 가공 3,204톤) 대비 66%증가함. 1~4월 수출량은 미가공 금속 132,462톤 및 가공 금속 22,332톤을 포함한 총 154,794톤으로 전년 동기 140,458톤(미가공 121,648톤 및 가공 18,810톤)보다 10% 증가함. 4월 중국가격이 생산원가 수준까지 하락하며 해외 수요가 증가한 것으로 분석됨‐4월 수출 가격은 스테인리스 부문의 수요 회복 지연으로 3월에 이어 하락세를 이어갔으나, 4월말 합금 원료인 수입 망간 광석의 가격상승에 따른 대체재(규소망간, 철망간 등) 가격 인상의영향으로 소폭 상승함. 망간 플레이크(99.7%) 수출가는 4월 1일 U$1,690~1,740/t에서 4월16일 U$1,650~1,700/t로 하락한 후 4월말 U$1,720~1,770/t으로 다시 상승함(FOB)"
202406,망간,"인도 AREML社, 6월 1GWh 배터리팩 라인 가동‐인도 배터리 제조업체인 AREML(Amara Energy and Mobility)社는 Telangana주에 위치한 1GWh 배터리팩 조립 시설의 상업 생산을 6월 개시할 예정이라고 발표함. 이로써 동사는전체 배터리팩 조립 시설 규모가 1.5GWh로 확대되며, 향후 10년 내 5GWh까지 확대할계획이라고 밝힘. 또한 현재 NMC(니켈/망간/코발트) 셀에 주력하고 있으나 향후 LMP(리튬/금속/폴리머)과 LFP(리튬/철/인산염) 셀로 확장할 계획이라고 덧붙임"
202406,텅스텐,"중국 1분기 텅스텐 수입 증가, 수출 감소‐중국의 1분기 텅스텐 수입이 중국 바이어들의 수요 확대로 증가한 반면, 같은 기간수출은 제조업 둔화에 따른 수요 위축으로 감소함. 세관 자료에 따르면 1~3월 텅스텐수입량은 1,692톤(금속 기준)으로 전년 동기 대비 88% 증가하고, 수출량은 4,132톤(금속 기준)으로 전년 동기 대비 17% 감소함. 이는 불확실한 세계 경제 전망 및 베트남등 다른 국가의 공급 증가 영향으로 분석됨"
202406,망간,"중국 Jingxi Xinyuan社, 생산 재개 연기‐중국 Jingxi Xinyuan社는 ’23년 11월 이후 가격하락으로 일일 70톤 규모의 망간 플레이크생산을 중단하였으며, 현지 환경점검을 위해 생산 재개를 연기하기로 함. 최근의 망간 가격상승에도 불구하고 5월부터 시작되는 현지 환경점검으로 당분간 생산 재개는 어려울 것으로예상됨. 한편 동사는 연간 생산능력이 3만톤에 달하는 3개의 생산라인을 운영하고 있음‐Argus社에 따르면, 고순도(99.7%) 망간 플레이크 가격은 12,900~13,100위안/t(5월 17일기준) 범위를 유지하였으며, 이는 실리콘 함량이 높은 규소망간과 탄소 함량이 낮은 페로망간등의 대체 소재 가격이 안정되고 있기 때문으로 분석됨"
202406,희토류,"노르웨이 Rare Earths Norway社, 유럽 최대 규모 희토류 광상 발견‐Rare Earths Norway(REN)社는 노르웨이 남동부에 위치한 Fen 탄산염체에 대한 3년간의 탐사끝에 JORC Code  기준 예상 매장량 559백만톤(1.57% TREO  )을 발표함. 이는 유럽 최대규모로 올해 광체 연장 확인 및 매장량 신뢰도 향상을 위한 추가 시추탐사를 진행할 예정임"
202406,희토류,"호주, 중국 투자자에게 호주 Northern Minerals社 지분 매각 명령‐호주 재무부는 국가 안보를 위한 핵심광물 외국인투자심사를 통해 일부 중국 관련 투자자에게서호주 Browns Range 중희토류 프로젝트 개발업체인 Northern Minerals社의 지분을 매각하라고 명령했다고 6월 3일 발표함‐호주 인수법(Takeover law)에 따른 외국인투자심의위원회(FIRB)의 심사 결과에 따라 YuxiaoFund, Ximei Liu, Xi Wang, Black Stone Resources社 등이 60일 내 보유 지분을 줄여야 함"
202406,희토류,"중국 5월 희토류 수출, 비축 수요 증가로 전년동기대비 36% 증가‐관세청 자료에 따르면, 중국의 5월 희토류 수출은 전년동기대비 약 36% 증가한 6,217톤을 기록함.컨설팅 기업인 Shanghai Metals Market(SMM)社에 따르면 이러한 수요 증가는 여름철 생산량감소에 대비한 해외 구매자들의 비축 수요에 따른 것으로 분석됨. 가격도 3월~5월까지 전반적으로상승세를 보여 추가 상승전 물량 확보 수요가 발생하였으며, 6월 수출은 감소할 것으로 전망됨‐미국 지질조사국(USGS)에 따르면 중국은 전 세계 희토류 광산 생산의 70%, 정제 생산의 90%를 차지함"
202406,희토류,공급과잉으로 중국의 2024년 희토류 생산 쿼터 증가율 둔화 전망‐중국 희토류 산업협회(Association of China Rare Earth Industry) 관계자에 따르면 중국의2024년 희토류 광산 생산 쿼터는 27만~28만톤으로 전년대비 약 6~10% 증가에 그칠 것으로전망됨. 예상보다 약한 수요로 인해 시장이 공급과잉 상태에 들어가며 연간 21.4% 증가율을보인 전년대비 증가율이 둔화된 것으로 분석됨
202406,희토류,"호주 Arafura Rare Earths社, 캐나다 수출개발공사(EDC)로부터 최대 U$3억 자금 확보‐호주 Arafura Rare Earths社는 Nolans 희토류 프로젝트 개발을 위해 캐나다 수출개발공사(EDC)로부터 최대 U$3억 규모의 부채조달(debt financing)을 완료했다고 5월 27일 발표함‐Nolans 프로젝트 총 자본투자비(Capex)는 예비비를 포함하여 A$15.9억으로 평가되며, 동사는나머지 자금 확보를 위해 국내외 상업은행과 협의 중이라고 밝힘"
202406,희토류,"미국 Utah주 및 Colorado주 석탄 광산에서 희토류 발견‐Utah 대학교가 주도한 최근 연구에서, Utah주와 Colorado주에 위치한 Uinta 석탄대 주변 가행 광산 석탄층 상하부 미립 셰일층에서 200ppm 이상 품위의 희토류가 발견되었다고 발표함‐이 연구에서 석탄 자체의 희토류 품위는 낮았지만, 석탄과 인접한 실트암과 셰일층의 품위가높게 나타나 희토류 부산물 생산을 위한 부존량 평가 및 채산성에 관한 연구가 뒤따를 예정임"
202406,텅스텐,"중국 CMT社, 52억 위안에 Hunan Shizhuyuan社 인수‐China Tungsten & Hightech Materials(CMT)社가 Hunan Shizhuyuan NonferrousMetals社의 지분 100%를 약 52억 위안(U$716백만)에 인수할 계획이라고 발표함.Shizhuyuan社는 주로 텅스텐, 몰리브덴, 창연, 형석 등을 포함하는 다금속 광석(polymetallic ore)의 채광 및 드레싱, 텅스텐 정광의 제련 등을 수행하며 후난성에위치한 연산 3.5백만톤 규모의 텅스텐/몰리브덴/창연 광산의 채광권을 보유하고 있음.CMT社는 금번 인수를 통해 채광, 제련, 초경합금 생산 및 심층 가공으로 구성되는 텅스텐산업 체인을 구축할 것으로 기대하고 있음"
202406,리튬,"호주 Leo Lithium社, 말리 Goulamina 리튬 프로젝트 지분 중국 Ganfeng社에 매각‐호주 Leo Lithium社는 말리 정부의 신규 광업법 시행에 따른 리스크를 회피하기 위해 합작사인중국 Ganfeng Lithium社에 Goulamina 리튬 프로젝트 보유 지분 40%를 U$342백만에 매각하는 계약을 체결했다고 5월 7일 발표함‐신규 광업법에 따르면 Goulamina 프로젝트에 대한 정부의 잠재적 지분이 20%에서 30%로증가하고, 추가로 5% 지분을 현지 업체에 이양해야 할 가능성이 높음. Goulamina 프로젝트는2024년 하반기에 스포튜민 정광 생산을 개시할 계획임"
202406,텅스텐,"중국 주요 텅스텐 생산업체, 5월 상반기 입찰가 인상‐Zhangyuan Tungsten社는 5월 상반기 APT  (88.5%) 입찰가를 211,000위안/톤(U$29,197/t)으로 4월 하반기 대비 15,000위안/톤 인상, 텅스텐 정광(55%)은 143,500위안/톤으로 11,000위안/톤 인상함. 같은 기간 Xiamen Tungsten社의 APT(88.5%) 입찰가는208,000위안/톤으로 16,000위안/톤 인상함. 또한, Jiangxi Tungsten社는 철망간중석정광(65%) 입찰가를 144,000위안/톤으로 9,000위안/톤 인상하였음"
202406,텅스텐,"중국 시장, 5월 텅스텐 가격 추이‐텅스텐 정광(65% min) : 텅스텐 정광 가격은 급격한 상승세를 유지하였으나 공급이증가하며 월말에 소폭 하락함. 월말 시세는 152,000~155,000위안/톤(U$20,947~21,360/t, EXW D/P)으로 월초 대비 12,500위안/톤(U$1,723/t) 상승함‐텅스텐 APT(88.5% min) : 원재료의 가격 급등에 따라 가격이 급상승했으나 월말 원재료가격이 하락하며 소폭 하락하였음. 월말 시세는 227,000~230,000위안/톤(EXW D/P)으로 월초 대비 약 28,000위안/톤(U$3,859/t) 상승함‐산화텅스텐(99.95% min) : 원재료 가격 급등의 영향으로 가격이 빠르게 상승하였으나월말에 원재료 가격하락으로 소폭 하락 마감함. 월말 시세는 254,000~257,000위안/톤(EXW D/P)으로 월초 대비 20,500위안/톤(U$2,825/t) 상승함‐텅스텐 카바이드 분말(99.8% min 2.5~7.0μm) : 원자재 가격상승으로 공급업체가 가격을 인상하며 월말 시세는 332~335위안/kg(EXW D/P)으로 월초 대비 29위안/kg(U$4.00/kg) 상승함‐페로텅스텐(75% min) : 원자재 가격상승 및 타이트한 공급으로 가격이 급등함. 월말 시세는254,000~257,000위안/톤(EXW D/P)으로 월초 대비 30,000위안/톤(U$4,134/t) 상승함‐페로텅스텐(70% min) : 텅스텐 정광 가격이 상승함에 따른 영향으로 월말 시세는228,000~230,000위안/톤(EXW D/P)으로 월초 대비 26,000위안/톤(U$3,583/t) 상승함‐텅스텐 바(bar)(99.9% min) : 텅스텐 bar W-4의 가격은 원재료 가격상승에 따라월말 시세 360~363위안/kg(EXW D/P)으로 월초 대비 42위안/kg(U$5.79/kg) 상승함‐텅스텐 APT(88.5% min) 수출시장 : 중국 내 물가 상승으로 수출가가 인상되었으나 수출량은다소 저조하였음. 월말 시세는 U$355~365/mtu(FOB)로 월초 대비 U$27/mtu 상승함‐텅스텐 카바이드 분말(99.8% min 2.5~7.0μm) 수출시장 : 중국 내수가 상승 등으로월말 시세는 U$46.5~47/kg(FOB)으로 월초 대비 U$4.8/kg 상승함‐산화텅스텐(99.95% min) 수출시장 : 중국 내수가 상승 등으로 산화텅스텐 WO 3 의월말 시세는 U$372~382/mtu(FOB)으로 월초 대비 U$26/mtu 상승함‐페로텅스텐(75% min) 수출시장 : 원재료 가격상승 및 중국 내수가 상승 등의 영향으로월말 시세는 U$46.9~47.9/kg(FOB)으로 월초 대비 U$4.1/kg 상승함‐텅스텐 바(bar) W-4(99.9% min) 수출시장 : 중국 내수가 상승 등으로 월말 시세는U$48.0~49.0/kg(FOB)으로 월초 대비 U$6.0/kg 상승함"
202406,리튬,"아르헨티나 Salta주, Arizaro 소금 평야 내 프로젝트 입찰 예정‐아르헨티나 북서부 Salta주 에너지 및 광물 자원 관리를 담당하는 공기업인 Remsa社는 8월중순 Arizaro 소금 평야 37천ha 임대에 대한 입찰을 진행할 예정이라고 알려짐. Arizaro 소금평야는 면적이 16백Km [2] 에 달하는 세계에서 6번째로 큰 소금 평야이자 Salinas Grandes에 이어아르헨티나에서 2번째로 큰 대규모 소금 평야임‐현지 언론에 따르면 입찰절차에 대한 공시는 6월말 개시될 예정으로 현재 15개 기업이 관심을보이는 것으로 알려짐. 이번 입찰 구역은 Remsa 10으로 불리며, 낙찰 기업은 도로, 태양광 발전단지, 가스 파이프라인 등 인프라 투자 및 Remsa社에 유리한 NSR  로열티를 제시해야 함"
202406,리튬,"Marcellus 셰일가스정에서 발견된 리튬, 미국 수요의 최대 40% 충당 가능‐미국 펜실베니아 환경보호국 데이터를 사용한 최근 연구에 따르면, Marcellus 분지 셰일가스정폐수에 함유된 리튬을 완전히 추출할 수 있다면 미국 수요의 최대 40%를 공급할 수 있다고 밝힘‐급증하고 있는 석유/가스 부분의 폐수는 현재 최소한의 처리 후 재주입하고 있으나, 환경에 미치는영향을 최소화하는 폐수 내 리튬 추출 기술이 개발된다면 2030년까지 리튬 소비 전량을 국내에서생산하겠다는 미국의 목표를 달성하는 데 큰 도움이 될 것으로 전망됨"
202406,리튬,"E3 Lithium社, Imperial Oil社, Alberta 파일럿 프로젝트 연장‐캐나다 E3 Lithium社와 Imperial Oil社는 Alberta 중부 유전 폐수에서 리튬을 직접 추출(DLE  )하는 기술을 테스트하는 파일럿 프로젝트의 기간을 12개월 연장하기로 5월 13일 합의함‐미국과 캐나다의 배터리 금속 국내 공급망 확보 움직임과 더불어, ExxonMobil社 등 글로벌 석유회사와 사우디아라비아, 아랍에미리트 국영 석유회사 등도 유전 폐수에서 리튬 추출 계획을 추진 중임"
202406,리튬,"캐나다 Sigma Lithium社, 브라질 Grota do Cirilo 광산 매장량 증가 발표‐캐나다 Sigma Lithium社는 세계 최대 경암 리튬 광산 중 하나인 브라질 Grota do Cirilo 광산의확정 및 추정 매장량이 77백만톤(1.4% Li 2 O)으로 기존보다 약 40% 증가했다고 발표함‐Grota do Cirilo 리튬 광산은 2023년 생산을 시작하여 첫해 10.5만톤 이상의 리튬 정광을 생산하였으며, 최근 두 번째 생산라인을 추가하며 2025년까지 연간 생산량 52만톤으로 증산할 계획임"
202406,리튬,"Lithium Ionic社, 브라질 Bandeira 프로젝트 사업타당성조사(FS) 결과 발표‐Lithium Ionic社는 5월 29일 브라질 Bandeira 프로젝트의 사업타당성조사(FS) 결과로 세후 NPV(8% 할인율) U$13억, IRR 40%, Capex U$2.66억을 발표함. 이는 스포듀민 가격 U$2,277/t을기준으로 하여 현재 U$975/t 수준까지 하락한 가격을 고려할 때 다소 높게 반영됨‐ FS에 반영된 매장량은 확정 및 추정 매장량 23.7백만톤(1.34% Li 2 O), 예상 매장량 18.2백만톤(1.37% Li 2 O)으로 ’26년부터 연간 178천톤 규모의 스포듀민 정광(5.5% Li 2 O)을 생산할 계획임"
202406,리튬,"칠레 Codelco社, SQM社와 Salar de Atacama 리튬 사업 공동개발 최종 협의‐칠레 국영기업 Codelco社와 세계 2위 리튬 생산업체인 SQM社는 ’25~’60년 동안 Salar deAtacama 리튬 사업을 공동 개발하기로 5월 31일 최종 합의함. 본 계약을 통해 SQM社는 ’30년만료 예정인 개발권을 연장하고 연간 생산량을 20만톤에서 30만톤으로 증산하게 되며, Codelco社는리튬 개발로 사업을 넓히게 됨. 사업 운영권은 ’30년까지 SQM社가 이후는 Codelco社가 가짐‐한편, 칠레 정부는 지난 4월 리튬 산업 발전계획을 발표하고 민관 합작투자 파트너십(PPP, PublicPrivate Partnership)을 통해 주요 리튬 자산에 대한 국가 통제력을 강화하고 있음"
